Chemblid	Drug	canonical	formula	max_phase	synonyms
CHEMBL33	LEVOFLOXACIN	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	C18H20FN3O4	4.0	DR-3355;;;Evoxil;;;Floxacin;;;Iquix;;;Levaquin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin;;;Levofloxacin hemihydrate;;;Levofloxacin hydrate;;;Ofloxacin s-(-)-form;;;Ofloxacin s-(-)-form hemihydrate;;;Oftaquix;;;Quinsair;;;Quixin;;;RWJ-25213;;;Tavanic
CHEMBL430	GEMIFLOXACIN	CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN	C18H20FN5O4	4.0	Gemifloxacin;;;Gemifloxacin;;;Gemifloxacin;;;Gemifloxacin;;;Gemifloxacin;;;Gemifloxacin
CHEMBL431	SPIRAPRIL	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2	C22H30N2O5S2	4.0	Spirapril;;;Spirapril;;;Spirapril;;;Spirapril;;;Spirapril;;;Spirapril
CHEMBL433	VALPROATE SODIUM	CCCC(CCC)C(=O)[O-].[Na+]	C8H15NaO2	4.0	A-44090;;;ABBOTT 44090;;;ABBOTT-44090;;;ABBOTT-44090;;;Delepsine;;;Depacon;;;Depakine;;;Depakote;;;Depakote CP;;;Depakote ER;;;Epilim;;;Epilim 200;;;Epilim 500;;;Epilim chrono 200;;;Epilim chrono 300;;;Epilim chrono 500;;;Epilim chronosphere;;;Epilim iv;;;Episenta;;;Kentilim;;;KW-6066N;;;Orfiril;;;Orlept;;;Sodium valproate;;;Sodium valproate;;;Valproate sodium;;;Valproate sodium;;;Valproate sodium;;;Valproate sodium;;;Valproate sodium;;;Valproic acid sodium salt (1:1)
CHEMBL434	ISOPROTERENOL	CC(C)NCC(O)c1ccc(O)c(O)c1	C11H17NO3	4.0	A-21;;;Isoprenaline;;;Isoprenaline;;;Isoprenaline;;;Isoprenaline;;;Isoproterenol;;;Isoproterenol;;;Isoproterenol;;;Isoproterenol dl-form;;;NSC-33791;;;NSC-9975
CHEMBL435	HYDROCHLOROTHIAZIDE	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	C7H8ClN3O4S2	4.0	Apo-hydro;;;Esidrex;;;Esidrix;;;Hctz;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide;;;Hydrochlorothiazide intensol;;;Hydro-d;;;Hydrodiuril;;;Hydrosaluric;;;Microzide;;;NSC-53477;;;Oretic;;;SU-5879;;;Zide
CHEMBL35	FUROSEMIDE	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	C12H11ClN2O5S	4.0	Aluzine 20;;;Aluzine 40;;;Aluzine 500;;;Aquamed;;;Disal;;;Diuresal;;;Dryptal;;;Froop;;;Frumax;;;Frumil;;;Frusemide;;;Frusemide;;;Frusetic;;;Frusid;;;Frusol;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Furosemide;;;Hydroled;;;Lasix;;;Lasix ret;;;LB-502;;;NSC-269420;;;Rusyde;;;Tenkofruse
CHEMBL36	PYRIMETHAMINE	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	C12H13ClN4	4.0	Chloridin;;;Daraprim;;;GNF-PF-5586;;;Malacide;;;NSC-3061;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;Pyrimethamine;;;RP-4753;;;TCMDC-123831;;;TCMDC-123831;;;TCMDC-125860;;;TCMDC-125860;;;WR-2978
CHEMBL436	TOLRESTAT	COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F	C16H14F3NO3S	4.0	Alderase;;;Alredase;;;AY-27773;;;AY-27,773;;;Tolrestat;;;Tolrestat;;;Tolrestat;;;Tolrestat;;;Tolrestat
CHEMBL437	SULFATHIAZOLE	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	C9H9N3O2S2	4.0	Sulfathiazole;;;Sulfathiazole;;;Sulfathiazole;;;Sulfathiazole;;;Sulfathiazole;;;Sulfathiazole;;;Sulfathiazole;;;Sulfathiazole (triple sulfa);;;Sulphathiazole;;;Thiazamide
CHEMBL438	SULFAMERAZINE	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	C11H12N4O2S	4.0	Mesulfa;;;Methypyrimal;;;Sulfamerazine;;;Sulfamerazine;;;Sulfamerazine;;;Sulfamerazine;;;Sulfamerazine;;;Sulfamerazine;;;Sulfamerazine (trisulfapyrimidines);;;Sulfamethyldiazine;;;Sumedin
CHEMBL439	SULFADIAZINE	Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	C10H10N4O2S	4.0	Adiazine;;;Coco-diazine;;;Diazyl;;;NSC-35600;;;Sildaflo;;;Silvadene;;;SSD;;;Sulfacombin;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine;;;Sulfadiazine (trisulfapyrimidines);;;Sulfapyrimidine;;;Sulfolex;;;Sulphadiazine;;;Sulphadiazine;;;Thermazene
CHEMBL440	THIAMYLAL	C=CCC1(C(C)CCC)C(=O)N=C(S)NC1=O	C12H18N2O2S	4.0	Thiamylal;;;Thiamylal
CHEMBL441	THIOPENTAL	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	C11H18N2O2S	4.0	Thiopental;;;Thiopental;;;Thiopental;;;Thiopental;;;Thiopental ciii
CHEMBL268164	CYCLOBARBITAL	CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	C12H16N2O3	4.0	Cyclobarbital;;;Cyclobarbital;;;Cyclobarbital;;;Cyclobarbital;;;Cyclobarbital;;;Hexemal;;;Phanodorn
CHEMBL442	ERGOTAMINE	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21	C33H35N5O5	4.0	Ergotamine;;;Ergotamine;;;Ergotamine;;;Ergotamine;;;Ergotamine;;;Ergotamine;;;Ergotamine Tartrate;;;NSC-95090
CHEMBL38	TRETINOIN	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1	C20H28O2	4.0	Acticin;;;Altreno;;;Atralin;;;Avita;;;NSC-122758;;;Renova;;;Retin-a;;;Retin-a micro;;;Retin-a-micro;;;Retinoic acid;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretinoin;;;Tretin-X;;;Vesanoid
CHEMBL7413	METHOHEXITAL	C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O	C14H18N2O3	4.0	Methohexital;;;Methohexital;;;Methohexital;;;Methohexital;;;Methohexital;;;Methohexital;;;Methohexitone
CHEMBL40	PHENOBARBITAL	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	C12H12N2O3	4.0	Eskabarb;;;Luminal;;;Noptil;;;NSC-128143;;;NSC-128143-;;;NSC-9848;;;Phenemal;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital;;;Phenobarbital civ;;;Phenobarbitone;;;Phenylethylmalonylurea;;;Solfoton;;;Talpheno
CHEMBL41	FLUOXETINE	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	C17H18F3NO	4.0	Fluoxetine;;;Fluoxetine;;;Fluoxetine;;;Fluoxetine;;;Fluoxetine;;;Fluoxetine;;;Fluoxetine;;;NSC-283480;;;Prozac;;;Sarafem;;;Symbyax
CHEMBL443	SULFAMETHOXAZOLE	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	C10H11N3O3S	4.0	Acetylsulfamethoxazole;;;Acetylsulfamethoxazole;;;Gantanol;;;Gantanol-ds;;;NSC-147832;;;RO 4-2130;;;RO-4-2130;;;Sinomin;;;STX-608;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole;;;Sulfamethoxazole sodium;;;Sulphamethoxazole;;;Suphamethoxazole;;;Urobak
CHEMBL444	BARBITAL	CCC1(CC)C(=O)NC(=O)NC1=O	C8H12N2O3	4.0	Barbital;;;Barbital;;;Barbital;;;Barbital;;;Barbital;;;Barbital;;;Barbitone;;;Diemal;;;Diethylbarbituric acid
CHEMBL42	CLOZAPINE	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	C18H19ClN4	4.0	Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine;;;Clozapine resolution mixture;;;Clozaril;;;Fazaclo;;;Fazaclo odt;;;HF 1854;;;HF-1854;;;Versacloz;;;Zaponex
CHEMBL445	NORTRIPTYLINE	CNCCC=C1c2ccccc2CCc2ccccc21	C19H21N	4.0	Allegron;;;Aventyl;;;Motipress;;;Motival;;;NCI-169453;;;Nortriptyline;;;Nortriptyline;;;Nortriptyline;;;Nortriptyline;;;Nortriptyline;;;Nortriptyline;;;Nortriptyline;;;Pamelor
CHEMBL446	SULFAMETHAZINE	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	C12H14N4O2S	4.0	Smz-Med 454;;;Sulfadimidine;;;Sulfadimidine;;;Sulfadimidine;;;Sulfadimidine;;;Sulfamethazine;;;Sulfamethazine;;;Sulfamethazine;;;Sulfamethazine;;;Sulfamethazine (trisulfapyrimidines);;;Sulfamezathine ('s-mez')
CHEMBL447	SECOBARBITAL	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	C12H18N2O3	4.0	Meballymal;;;Secobarbital;;;Secobarbital;;;Secobarbital;;;Secobarbital;;;Secobarbital;;;Seconal
CHEMBL448	PENTOBARBITAL	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	C11H18N2O3	4.0	Mebubarbital;;;Mebumal;;;Nembutal;;;NSC-28708;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital;;;Pentobarbital calcium;;;Pentobarbital cii
CHEMBL267894	AMOBARBITAL	CCC1(CCC(C)C)C(=O)N=C(O)NC1=O	C11H18N2O3	4.0	Amobarbital;;;Amobarbital;;;Amobarbital;;;Amobarbital;;;Amobarbital;;;Amobarbital;;;Amylobarbitone;;;Amytal;;;Pentymal
CHEMBL449	BUTABARBITAL	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	C10H16N2O3	4.0	Butabarbital;;;Butabarbital;;;Butabarbital;;;Butabarbital;;;Secbutabarbital;;;Secbutabarbital;;;Secbutobarbitone
CHEMBL450	METHARBITAL	CCC1(CC)C(=O)NC(=O)N(C)C1=O	C9H14N2O3	4.0	Endiemal;;;Gemonil;;;Metharbital;;;Metharbital;;;Metharbital;;;Metharbital;;;Metharbital;;;Metharbital;;;Metharbital
CHEMBL451	CHLORDIAZEPOXIDE	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	C16H14ClN3O	4.0	A-Poxide;;;Chlordiazachel;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide;;;Chlordiazepoxide civ;;;Clopoxide;;;Clopoxide;;;Librelease;;;Libritabs;;;Librium;;;Librium;;;Lygen;;;Sarlib;;;Trakipeal;;;Zeisin
CHEMBL452	CLONAZEPAM	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	C15H10ClN3O3	4.0	Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam;;;Clonazepam civ;;;Klonopin;;;Klonopin rapidly disintegrating;;;NSC-179913;;;Rivotril;;;RO 5-4023;;;RO-54023;;;RO-5-4023
CHEMBL453	SULFISOXAZOLE	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	C11H13N3O3S	4.0	Entusil;;;Eryzole;;;Gantrisin;;;Neazolin;;;NSC-13120;;;NSC-683536;;;Pediazole;;;Sosol;;;Soxazole;;;Sulfafurazole;;;Sulfafurazole;;;Sulfafurazole;;;Sulfafurazole;;;Sulfafurazole;;;Sulfalar;;;Sulfisoxazole;;;Sulfisoxazole;;;Sulfisoxazole;;;Sulfisoxazole;;;Sulfisoxazole;;;Sulfisoxazole;;;Sulfisoxazole;;;Sulphafurazole;;;Sulphafurazole;;;Sulphafurazole;;;Sulsoxin
CHEMBL268869	SULFAMETHOXYPYRIDAZINE	COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1	C11H12N4O3S	4.0	Lederkyn;;;Midicel;;;Succinylsulfathi;;;Sulfamethoxypyridazine;;;Sulfamethoxypyridazine;;;Sulfamethoxypyridazine;;;Sulfamethoxypyridazine;;;Sulfamethoxypyridazine;;;Sulfamethoxypyridazine;;;Sulfasuxidine;;;Sulphamethoxypyridazine
CHEMBL454	BUTALBITAL	C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	C11H16N2O3	4.0	Alisobumal;;;Allylbarbituric acid;;;Butalbital;;;Butalbital;;;Butalbital;;;Butalbital;;;Butalbital;;;Butalbital;;;Butalbital ciii;;;Itobarbital;;;Sandoptal;;;Tetrallobarbital
CHEMBL455	SULFACETAMIDE	CC(=O)NS(=O)(=O)c1ccc(N)cc1	C8H10N2O3S	4.0	Bleph-10;;;Bleph-30;;;Cetamide;;;FML-S;;;Klaron;;;Klaron;;;NSC-63871;;;Ocusulf-10;;;Ocusulf-30;;;SULF-10;;;SULF-15;;;Sulfacel-15;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide;;;Sulfacetamide (triple sulfa);;;Sulfair-15;;;Sulphacetamide;;;Sulster;;;Sulten-10
CHEMBL43	AMSACRINE	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	C21H19N3O3S	4.0	Amsacrine;;;Amsacrine;;;Amsacrine;;;Amsacrine;;;Amsacrine;;;Amsacrine;;;Amsacrine;;;Amsidyl;;;CI-880;;;M-AMSA;;;NCI-249992;;;NSC-156303;;;NSC-249992;;;SN-11841;;;SN-21429
CHEMBL456	ETHACRYNIC ACID	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	C13H12Cl2O4	4.0	Edecrin;;;Etacrynic acid;;;Etacrynic acid;;;Etacrynic acid;;;Etacrynic acid;;;Etacrynic acid;;;Etacrynic acid;;;Ethacrynic acid;;;Ethacrynic acid;;;Ethacrynic acid;;;Ethacrynic acid;;;Ethacrynic acid;;;Ethacrynic acid;;;Ethacrynic acid;;;Hydromedin;;;MK-595;;;NSC-624008;;;NSC-85791;;;Reomax
CHEMBL267744	TICRYNAFEN	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	C13H8Cl2O4S	4.0	Selacryn;;;SK&F 62698;;;Ticrynafen;;;Ticrynafen;;;Tienilic acid;;;Tienilic acid;;;Tienilic acid;;;Tienilic acid
CHEMBL457	GEMFIBROZIL	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	C15H22O3	4.0	CI-719;;;Emfib;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Gemfibrozil;;;Lopid
CHEMBL45	MELATONIN	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	C13H16N2O2	4.0	BCI-049;;;Circadin;;;General nutrit;;;Health aid;;;Heidadouppi;;;Icenia;;;J5.258B;;;Life ext;;;Melapure;;;Melatonin;;;Melatonin;;;Melatonin;;;Melatonin;;;Melatonin;;;Melatonin;;;N-(2-(5-Methoxy-1H-Indol-3-Yl)Ethyl)Acetamide;;;N-Acetyl-5-Methoxytryptamine;;;Natrol;;;Nature's blend;;;Natures bounty;;;NSC-113928;;;NSC-56423;;;Quality health;;;S.gard;;;Travelag;;;Vespro;;;Vytalonin
CHEMBL8085	LYSINE	NCCCC[C@H](N)C(=O)O	C6H14N2O2	4.0	Lysine;;;Lysine;;;Lysine;;;Lysine;;;Lysine
CHEMBL46	ONDANSETRON	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	C18H19N3O	4.0	A04AA01;;;Desmethylondansetron;;;EUR-1025;;;GR-38032;;;GR-38032F;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Ondansetron;;;Zofran;;;Zofran;;;Zofran odt;;;Zuplenz
CHEMBL49	BUSPIRONE	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	C21H31N5O2	4.0	BCI-024;;;Buspar;;;Buspirone;;;Buspirone;;;Buspirone;;;Buspirone;;;Buspirone;;;Buspirone
CHEMBL51	KETANSERIN	O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	C22H22FN3O3	4.0	Ketanserin;;;Ketanserin;;;Ketanserin;;;Ketanserin;;;Ketanserin;;;Ketanserin;;;Ketanserin;;;R-41468;;;R-41,468;;;Sufrexal
CHEMBL459	METHYLDOPA	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	C10H13NO4	4.0	Aldomet;;;Alpha-methyldopa;;;BAYER-1440L;;;Dopamet;;;J9.247I;;;Lederdopa;;;Medomet;;;Metalpha 250;;;Metalpha 500;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa;;;Methyldopa hydrate;;;Methyldopa (levorotatory);;;Methyldopa sesquihydrate;;;Methyldopa sesquihydrate;;;MK-351;;;NSC-169916
CHEMBL460	MOLINDONE	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	C16H24N2O2	4.0	Moban;;;Molindone;;;Molindone;;;Molindone;;;Molindone;;;Molindone;;;Molindone
CHEMBL53	APOMORPHINE	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3	C17H17NO2	4.0	APL-130277;;;Apomorphine;;;Apomorphine;;;Apomorphine;;;Apomorphine;;;Apomorphine;;;VR040;;;VR-040
CHEMBL54	HALOPERIDOL	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	C21H23ClFNO2	4.0	Dolpin;;;Dozic;;;Fortunan;;;Haldol;;;Haldol solutab;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol;;;Haloperidol decanoate impurity, haloperidol-;;;Kentace;;;Keselen;;;MCN-JR-1625;;;NSC-170973;;;NSC-615296;;;R-1625;;;Serenace
CHEMBL55	PENTAMIDINE	N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	C19H24N4O2	4.0	GNF-Pf-3680;;;MB-800;;;MB 800 [AS ISETHIONATE];;;MB-800 (AS ISETHIONATE);;;MB 800 FREE BASE;;;MB-800 FREE BASE;;;Nebupent [as isethionate];;;NSC-9921;;;Pentacarinat;;;Pentacarinat [as isethionate];;;Pentam 300 [as isethionate];;;Pentamidine;;;Pentamidine;;;Pentamidine;;;Pentamidine;;;Pentamidine;;;Pentamidine;;;Pentamidine;;;Pentamidine isetionate;;;RP-2512;;;RP 2512 [AS ISETHIONATE);;;RP 2512 FREE BASE;;;RP-2512 FREE BASE
CHEMBL463	AMINOHIPPURIC ACID	Nc1ccc(C(=O)NCC(=O)O)cc1	C9H10N2O3	4.0	Aminohippuric acid;;;Aminohippuric Acid;;;Aminohippuric acid;;;Aminohippuric acid;;;Aminohippuric acid;;;NSC-13064;;;Paha;;;P-aminohippuric acid;;;Para-aminohippuric acid
CHEMBL464	ETRETINATE	CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C	C23H30O3	4.0	Etretinate;;;Etretinate;;;Etretinate;;;Etretinate;;;Etretinate;;;Etretinate;;;Etretinate;;;Ro-109359;;;RO 10-9359;;;Tegison;;;Tigason
CHEMBL57	NEVIRAPINE	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	C15H14N4O	4.0	BIRG 0587;;;BIRG-0587;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine;;;Nevirapine anhydrous;;;NSC-641530;;;Viramune;;;Viramune;;;Viramune xr
CHEMBL465	DRONABINOL	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	C21H30O2	4.0	ABBOTT 40566;;;ABBOTT-40566;;;Delta-9-tetrahydrocannabinol;;;Delta-9-thc;;;Dronabinol;;;Dronabinol;;;Dronabinol;;;Dronabinol;;;Dronabinol;;;Dronabinol;;;Dronabinol;;;J882F;;;Marinol;;;NSC-134454;;;QCD 84924;;;QCD-84924;;;SP 104;;;SP-104;;;Syndros;;;Tetrahydrocannabinols (-)-trans-.delta.9-form
CHEMBL58	MITOXANTRONE	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21	C22H28N4O6	4.0	Mitoxantrone;;;Mitoxantrone;;;Mitoxantrone;;;Mitoxantrone;;;Mitoxantrone;;;Mitoxantrone HCl;;;Novantrone;;;Novantrone;;;NSC-279836
CHEMBL59	DOPAMINE	NCCc1ccc(O)c(O)c1	C8H11NO2	4.0	Carbilev;;;Dopamine;;;Dopamine;;;Dopamine;;;Dopamine;;;Dopamine;;;Dopamine;;;Intropin;;;NSC-173182;;;Parcopa;;;Sinemet
CHEMBL467	HYDROXYUREA	NC(=O)NO	CH4N2O2	4.0	Droxia;;;Hydrea;;;Hydroxycarbamide;;;Hydroxycarbamide;;;Hydroxycarbamide;;;Hydroxycarbamide;;;Hydroxycarbamide;;;Hydroxyurea;;;Hydroxyurea;;;Hydroxyurea;;;Hydroxyurea;;;Hydroxyurea;;;Hydroxyurea;;;Hydroxyurea;;;NSC-32065;;;Siklos;;;SQ 1089;;;SQ-1089
CHEMBL61	PODOFILOX	COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC	C22H22O8	4.0	Condyline;;;Condylox;;;NSC-24818;;;Podofilox;;;Podofilox;;;Podofilox;;;Podofilox;;;Podophyllotoxin;;;Podophyllotoxin;;;Podophyllotoxin;;;Podophyllotoxin;;;Podophyllotoxin;;;Podophyllotoxin;;;Warticon
CHEMBL64	ISONIAZID	NNC(=O)c1ccncc1	C6H7N3O	4.0	Dow-isoniazid;;;Hyzyd;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isoniazid;;;Isonicotinylhydrazine;;;Laniazid;;;Nicotibine;;;NSC-9659;;;Nydrazid;;;Rimifon;;;Stanozide
CHEMBL468	THALIDOMIDE	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	C13H10N2O4	4.0	K-17;;;NSC-527179;;;NSC-66847;;;Talidex;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide;;;Thalidomide ;;;Thalomid
CHEMBL469	KETOROLAC	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	C15H13NO3	4.0	Ketorolac;;;Ketorolac;;;Ketorolac;;;Ketorolac;;;Ketorolac;;;Ketorolac
CHEMBL471	SOTALOL	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	C12H20N2O3S	4.0	Betapace;;;C07AA07;;;MJ-1999;;;Sorine;;;Sotalol;;;Sotalol;;;Sotalol;;;Sotalol;;;Sotalol;;;Sotalol
CHEMBL472	GLYBURIDE	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	C23H28ClN3O5S	4.0	Calabren;;;Daonil;;;Diabeta;;;Diabetamide 2.5;;;Diabetamide 5;;;Euglucon;;;Glibenclamide;;;Glibenclamide;;;Glibenclamide;;;Glibenclamide;;;Glibenclamide;;;Glibenclamide;;;Glibenclamide;;;Gliken;;;Glyburide;;;Glyburide;;;Glyburide;;;Glyburide;;;Glyburide;;;Glyburide;;;Glyburide (micronized);;;Glynase;;;Glynase Prestab;;;HB 419;;;HB-419;;;Lederglib;;;Libanil;;;Malix;;;Micronase;;;Semi-daonil;;;U-26,45;;;U-26452;;;U-26,452
CHEMBL473	DOFETILIDE	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	C19H27N3O5S2	4.0	Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Dofetilide;;;Tikosyn;;;UK-68798;;;UK-68,798
CHEMBL476	DACARBAZINE	CN(C)/N=N/c1[nH]cnc1C(N)=O	C6H10N6O	4.0	Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;Dacarbazine;;;DIC;;;DIC;;;DTIC;;;DTIC;;;Dtic-dome;;;NCI C04717;;;NSC-45388
CHEMBL477	ADENOSINE	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	C10H13N5O4	4.0	Adenocard;;;Adenocor;;;Adenoscan;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;Adenosine;;;NSC-7652;;;SR 96225;;;SR-96225
